Word1	Word2	OntologicalClass	ExampleType	InPartition	InSplit
alexis_carrel	city	person	NEG	Train	-
alexis_carrel	surgeon	person	POS	Train	-
alexis_carrel	town	person	NEG	Train	-
alexis_de_tocqueville	country	person	NEG	Train	-
alexis_de_tocqueville	writer	person	POS	Train	-
alfred_binet	eon	person	NEG	Train	-
alfred_binet	psychologist	person	POS	Train	-
alfred_eisenstaedt	photographer	person	POS	Train	-
alfred_eisenstaedt	town	person	NEG	Train	-
alfred_kastler	city	person	NEG	Train	-
alfred_kastler	physicist	person	POS	Train	-
alfred_lunt	actor	person	POS	Dev	1
alfred_lunt	country	person	NEG	Dev	1
alfred_nobel	chemist	person	POS	Train	-
alfred_nobel	city	person	NEG	Train	-
alfred_north_whitehead	city	person	NEG	Train	-
alfred_north_whitehead	mathematician	person	POS	Train	-
alfred_noyes	peninsula	person	NEG	Dev	47
alfred_noyes	poet	person	POS	Dev	47
alfred_stieglitz	photographer	person	POS	Train	-
alfred_stieglitz	river	person	NEG	Train	-
alfred_tennyson	poet	person	POS	Train	-
alfred_tennyson	town	person	NEG	Train	-
alfred_the_great	king	person	POS	Train	-
alfred_the_great	river	person	NEG	Train	-
alger	river	person	NEG	Train	-
alger	writer	person	POS	Train	-
algiers	physicist	location	NEG	Train	-
algiers	port	location	POS	Train	-
algol	binary_star	object	POS	Train	-
algol	fictional_character	object	NEG	Train	-
alhambra	palace	artifact	POS	Train	-
alhambra	soprano	artifact	NEG	Train	-
ali_baba	constellation	person	NEG	Train	-
ali_baba	fictional_character	person	POS	Train	-
alice_walker	epistle	person	NEG	Train	-
alice_walker	writer	person	POS	Train	-
alicia_alonso	choreographer	person	POS	Train	-
alicia_alonso	island	person	NEG	Train	-
alistair_cooke	city	person	NEG	Train	-
alistair_cooke	journalist	person	POS	Train	-
allah	god	person	POS	Train	-
allah	port	person	NEG	Train	-
allegheny_mountains	actor	object	NEG	Dev	55
allegheny_mountains	range	object	POS	Dev	55
allegheny_river	playwright	object	NEG	Train	-
allegheny_river	river	object	POS	Train	-
allen_ginsberg	poet	person	POS	Train	-
allen_ginsberg	state_capital	person	NEG	Train	-
allen_tate	city	person	NEG	Train	-
allen_tate	poet	person	POS	Train	-
allentown	city	location	POS	Dev	11
allentown	writer	location	NEG	Dev	11
almaty	city	location	POS	Test	7
almaty	lawyer	location	NEG	Test	7
almighty	city	person	NEG	Train	-
almighty	god	person	POS	Train	-
alpena	chemist	location	NEG	Train	-
alpena	eon	location	NEG	Dev	71
alpena	port	location	POS	Train	-
alpena	town	location	POS	Dev	71
alpha_centauri	binary_star	object	POS	Train	-
alpha_centauri	town	object	NEG	Train	-
alpha_crucis	old_master	object	NEG	Train	-
alpha_crucis	star	object	POS	Train	-
alps	gladiator	object	NEG	Dev	55
alps	range	object	POS	Dev	55
altair	binary_star	object	POS	Train	-
altair	president_of_the_united_states	object	NEG	Train	-
altay_mountains	range	object	POS	Dev	56
altay_mountains	writer	object	NEG	Dev	56
alvar_aalto	architect	person	POS	Train	-
alvar_aalto	gulf	person	NEG	Train	-
alvin_ailey	choreographer	person	POS	Train	-
alvin_ailey	city	person	NEG	Train	-
amarillo	city	location	POS	Test	7
amarillo	crusader	location	NEG	Test	7
amazon_river	politician	object	NEG	Dev	57
amazon_river	river	object	POS	Dev	57
ambrose	bishop	person	POS	Dev	8
ambrose	city	person	NEG	Train	-
ambrose	composer	person	POS	Train	-
ambrose	county	person	NEG	Train	-
ambrose	doctor_of_the_church	person	POS	Train	-
ambrose	father	person	POS	Train	-
ambrose	port	person	NEG	Train	-
ambrose	river	person	NEG	Train	-
ambrose	saint	person	POS	Train	-
ambrose	town	person	NEG	Dev	8
ambrose_bierce	mansion	person	NEG	Train	-
ambrose_bierce	writer	person	POS	Train	-
amedeo_avogadro	physicist	person	POS	Train	-
amedeo_avogadro	river	person	NEG	Train	-
amelia_earhart	aviator	person	POS	Train	-
amelia_earhart	river	person	NEG	Train	-
american_falls	fictional_character	object	NEG	Train	-
american_falls	waterfall	object	POS	Train	-
american_revolutionary_war	poet	act	NEG	Train	-
american_revolutionary_war	revolution	act	POS	Train	-
american_samoa	district	location	POS	Dev	25
american_samoa	economist	location	NEG	Dev	25
american_standard_version	bible	communication	POS	Train	-
american_standard_version	siege	communication	NEG	Train	-
amerigo_vespucci	city	person	NEG	Train	-
amerigo_vespucci	navigator	person	POS	Train	-
amos	constellation	person	NEG	Train	-
amos	prophet	person	POS	Train	-
amur	river	object	POS	Train	-
amur	statesman	object	NEG	Train	-
amy_lowell	city	person	NEG	Train	-
amy_lowell	poet	person	POS	Train	-
anaheim	city	location	POS	Train	-
anaheim	waterfall	location	NEG	Train	-
anatole_france	terrestrial_planet	person	NEG	Train	-
anatole_france	writer	person	POS	Train	-
anatolia	peninsula	location	POS	Dev	43
anatolia	roman_emperor	location	NEG	Dev	43
anaximander	astronomer	person	POS	Train	-
anaximander	constellation	person	NEG	Train	-
anchorage	city	location	POS	Train	-
anchorage	doctor_of_the_church	location	NEG	Train	-
andaman_sea	bay	object	POS	Train	-
andaman_sea	statesman	object	NEG	Train	-
anders_celsius	astronomer	person	POS	Dev	5
anders_celsius	district	person	NEG	Dev	5
andes	politician	object	NEG	Train	-
andes	range	object	POS	Train	-
andhra_pradesh	prophet	location	NEG	Train	-
andhra_pradesh	state	location	POS	Train	-
andre_derain	archipelago	person	NEG	Train	-
andre_derain	painter	person	POS	Train	-
andre_gide	playwright	person	POS	Train	-
andre_gide	port	person	NEG	Train	-
andre_gide	town	person	NEG	Train	-
andre_gide	writer	person	POS	Train	-
andre_maginot	politician	person	POS	Train	-
andre_maginot	port_of_entry	person	NEG	Train	-
andre_malraux	port	person	NEG	Train	-
andre_malraux	writer	person	POS	Train	-
andre_maurois	town	person	NEG	Train	-
andre_maurois	writer	person	POS	Train	-
andre_weil	mathematician	person	POS	Train	-
andre_weil	port	person	NEG	Train	-
andrea_mantegna	city	person	NEG	Train	-
andrea_mantegna	painter	person	POS	Train	-
andrea_palladio	architect	person	POS	Train	-
andrea_palladio	university	person	NEG	Train	-
andrei_markov	city	person	NEG	Train	-
andrei_markov	mathematician	person	POS	Train	-
andrei_tarkovsky	constellation	person	NEG	Train	-
andrei_tarkovsky	film_producer	person	POS	Train	-
andres_segovia	composer	person	POS	Train	-
andres_segovia	river	person	NEG	Train	-
andrew_jackson	district	person	NEG	Train	-
andrew_jackson	general	person	POS	Train	-
andrew_jackson	port	person	NEG	Train	-
andrew_jackson	president_of_the_united_states	person	POS	Train	-
andrew_johnson	president_of_the_united_states	person	POS	Train	-
andrew_johnson	river	person	NEG	Train	-
andrew_lloyd_webber	composer	person	POS	Test	19
andrew_lloyd_webber	epoch	person	NEG	Test	19
andrew_marvell	poet	person	POS	Train	-
andrew_marvell	war	person	NEG	Train	-
andrew_wyeth	constellation	person	NEG	Train	-
andrew_wyeth	painter	person	POS	Train	-
andrews	apostle	person	POS	Train	-
andrews	city	person	NEG	Train	-
andrews	saint	person	POS	Train	-
andrews	town	person	NEG	Train	-
andromeda	constellation	object	POS	Train	-
andromeda	president_of_the_united_states	object	NEG	Train	-
andrzej_wajda	film_producer	person	POS	Dev	30
andrzej_wajda	town	person	NEG	Dev	30
andy_warhol	city	person	NEG	Train	-
andy_warhol	painter	person	POS	Train	-
angel	colony	object	NEG	Train	-
angel	waterfall	object	POS	Train	-
angel_falls	man	object	NEG	Train	-
angel_falls	waterfall	object	POS	Train	-
angelus	actor	communication	NEG	Train	-
angelus	prayer	communication	POS	Train	-
anglesey	island	location	POS	Train	-
anglesey	range	location	NEG	Train	-
anguilla	island	location	POS	Test	33
anguilla	star	location	NEG	Test	33
anicius_manlius_severinus_boethius	statesman	person	POS	Train	-
anicius_manlius_severinus_boethius	town	person	NEG	Train	-
ann_arbor	city	location	POS	Train	-
ann_arbor	journalist	location	NEG	Train	-
anna_howard_shaw	doctor	person	POS	Train	-
anna_howard_shaw	river	person	NEG	Train	-
annaba	city	location	POS	Dev	11
annaba	film_producer	location	NEG	Train	-
annaba	port	location	POS	Train	-
annaba	writer	location	NEG	Dev	11
annapolis	physicist	location	NEG	Test	65
annapolis	state_capital	location	POS	Test	65
anne_boleyn	district	person	NEG	Train	-
anne_boleyn	queen	person	POS	Train	-
anne_bradstreet	plateau	person	NEG	Train	-
anne_bradstreet	poet	person	POS	Train	-
anne_bronte	epoch	person	NEG	Test	77
anne_bronte	writer	person	POS	Test	77
anne_hathaway	port_of_entry	person	NEG	Train	-
anne_hathaway	wife	person	POS	Train	-
anne_hutchinson	settler	person	POS	Train	-
anne_hutchinson	town	person	NEG	Train	-
anne_sexton	city	person	NEG	Train	-
anne_sexton	poet	person	POS	Train	-
antalya	city	location	POS	Train	-
antalya	port	location	POS	Train	-
antalya	river	location	NEG	Train	-
antalya	writer	location	NEG	Train	-
antarctic_peninsula	peninsula	object	POS	Train	-
antarctic_peninsula	poet	object	NEG	Train	-
antarctica	continent	object	POS	Train	-
antarctica	painter	object	NEG	Train	-
antares	binary_star	object	POS	Train	-
antares	peninsula	object	NEG	Train	-
anthony_burgess	port	person	NEG	Train	-
anthony_burgess	writer	person	POS	Train	-
anthony_comstock	city	person	NEG	Train	-
anthony_comstock	crusader	person	POS	Train	-
anthony_hopkins	actor	person	POS	Train	-
anthony_hopkins	town	person	NEG	Train	-
anthony_trollope	island	person	NEG	Train	-
anthony_trollope	writer	person	POS	Train	-
anthony_wayne	city	person	NEG	Train	-
anthony_wayne	general	person	POS	Train	-
antigua	island	location	POS	Train	-
antigua	suspension_bridge	location	NEG	Train	-
antigua_and_barbuda	country	location	POS	Test	22
antigua_and_barbuda	film_producer	location	NEG	Test	22
antilles	archipelago	location	POS	Train	-
antilles	writer	location	NEG	Train	-
antioch	physicist	location	NEG	Train	-
antioch	town	location	POS	Train	-
antlia	constellation	object	POS	Train	-
antlia	suspension_bridge	object	NEG	Train	-
antofagasta	chemist	location	NEG	Train	-
antofagasta	city	location	POS	Train	-
antofagasta	fiddler	location	NEG	Train	-
antofagasta	port	location	POS	Train	-
antoine_lavoisier	archipelago	person	NEG	Train	-
antoine_lavoisier	chemist	person	POS	Train	-
anton_bruckner	composer	person	POS	Train	-
anton_bruckner	island	person	NEG	Train	-
anton_bruckner	organist	person	POS	Train	-
anton_bruckner	town	person	NEG	Train	-
antonio_lopez_de_santa_anna	city	person	NEG	Train	-
antonio_lopez_de_santa_anna	general	person	POS	Train	-
antonio_vivaldi	capital	person	NEG	Train	-
antonio_vivaldi	composer	person	POS	Train	-
antonio_vivaldi	fiddler	person	POS	Train	-
antonio_vivaldi	river	person	NEG	Train	-
antony_tudor	choreographer	person	POS	Train	-
antony_tudor	island	person	NEG	Train	-
antwerp	city	location	POS	Train	-
antwerp	physicist	location	NEG	Train	-
antwerp	port	location	POS	Train	-
antwerp	titan	location	NEG	Train	-
anwar_sadat	sea	person	NEG	Test	67
anwar_sadat	statesman	person	POS	Test	67
anzio	historian	location	NEG	Test	71
anzio	town	location	POS	Test	71
apalachicola_river	city	object	NEG	Train	-
apalachicola_river	river	object	POS	Train	-
apeldoorn	city	location	POS	Train	-
apeldoorn	strait	location	NEG	Train	-
appalachian_mountains	king	object	NEG	Train	-
appalachian_mountains	range	object	POS	Train	-
appleton	physicist	person	POS	Train	-
appleton	river	person	NEG	Train	-
appleton	statesman	location	NEG	Train	-
appleton	town	location	POS	Train	-
apus	constellation	object	POS	Train	-
apus	island	object	NEG	Train	-
aqaba	city	location	POS	Train	-
aqaba	era	location	NEG	Train	-
aquarius	constellation	object	POS	Train	-
aquarius	fictional_character	location	NEG	Train	-
aquarius	mansion	location	POS	Train	-
aquarius	national_park	object	NEG	Train	-
aquila	city	location	POS	Train	-
aquila	composer	object	NEG	Train	-
aquila	constellation	object	POS	Train	-
aquila	river	location	NEG	Train	-
ara	constellation	object	POS	Train	-
ara	mathematician	object	NEG	Train	-
arabian_desert	desert	location	POS	Train	-
arabian_desert	playwright	location	NEG	Train	-
arabian_peninsula	astronomer	location	NEG	Train	-
arabian_peninsula	peninsula	location	POS	Train	-
arabian_sea	physicist	object	NEG	Test	62
arabian_sea	sea	object	POS	Test	62
arafura_sea	island	object	NEG	Dev	63
arafura_sea	sea	object	POS	Dev	63
aragon	district	location	POS	Train	-
aragon	poet	location	NEG	Train	-
araguaia_river	doctor	object	NEG	Train	-
araguaia_river	river	object	POS	Train	-
aral_sea	lake	object	POS	Train	-
aral_sea	rock_star	object	NEG	Train	-
aram_khachaturian	composer	person	POS	Dev	20
aram_khachaturian	town	person	NEG	Dev	20
aran_islands	island	location	POS	Train	-
aran_islands	physicist	location	NEG	Train	-
arauca	mathematician	object	NEG	Train	-
arauca	river	object	POS	Train	-
arcangelo_corelli	composer	person	POS	Train	-
arcangelo_corelli	fiddler	person	POS	Train	-
arcangelo_corelli	island	person	NEG	Train	-
arcangelo_corelli	range	person	NEG	Train	-
archean	eon	Other	POS	Train	-
archean	waterfall	Other	NEG	Train	-
archer	lake	location	NEG	Test	39
archer	mansion	location	POS	Test	39
arches_national_park	national_park	location	POS	Train	-
arches_national_park	painter	location	NEG	Train	-
archibald_macleish	poet	person	POS	Dev	48
archibald_macleish	revolution	person	NEG	Dev	48
archimedes	channel	person	NEG	Dev	44
archimedes	constellation	person	NEG	Test	40
archimedes	mathematician	person	POS	Test	40
archimedes	physicist	person	POS	Dev	44
ardennes	plateau	location	POS	Train	-
ardennes	river	location	NEG	Train	-
areopagus	architect	location	NEG	Train	-
areopagus	hill	location	POS	Train	-
arequipa	chemist	location	NEG	Test	7
arequipa	city	location	POS	Test	7
argonaut	fictional_character	person	POS	Test	27
argonaut	town	person	NEG	Test	27
argos	city	location	POS	Train	-
argos	constellation	object	POS	Train	-
argos	physicist	object	NEG	Train	-
argos	statesman	location	NEG	Train	-
argun_river	river	object	POS	Train	-
argun_river	writer	object	NEG	Train	-
aries	constellation	object	POS	Train	-
aries	mansion	location	POS	Train	-
aries	state_capital	object	NEG	Train	-
aries	writer	location	NEG	Train	-
aristarchus_of_samos	astronomer	person	POS	Test	4
aristarchus_of_samos	river	person	NEG	Test	4
aristide_maillol	river	person	NEG	Dev	62
aristide_maillol	sculptor	person	POS	Dev	62
aristophanes	national_park	person	NEG	Dev	46
aristophanes	playwright	person	POS	Dev	46
arkansas_river	city	object	NEG	Test	56
arkansas_river	river	object	POS	Test	56
arlington	city	location	POS	Train	-
arlington	son	location	NEG	Train	-
arnhem	city	location	POS	Train	-
arnhem	statesman	location	NEG	Train	-
arno_river	crusader	object	NEG	Train	-
arno_river	river	object	POS	Train	-
arnold_gesell	island	person	NEG	Train	-
arnold_gesell	psychologist	person	POS	Train	-
arnold_palmer	city	person	NEG	Train	-
arnold_palmer	golfer	person	POS	Train	-
arnold_schoenberg	composer	person	POS	Train	-
arnold_schoenberg	river	person	NEG	Train	-
arnold_toynbee	city	person	NEG	Train	-
arnold_toynbee	historian	person	POS	Train	-
art_tatum	jazzman	person	POS	Train	-
art_tatum	port	person	NEG	Train	-
artaxerxes	island	person	NEG	Train	-
artaxerxes	king	person	POS	Train	-
arthur	president_of_the_united_states	person	POS	Train	-
arthur	university	person	NEG	Train	-
arthur_conan_doyle	port_of_entry	person	NEG	Train	-
arthur_conan_doyle	writer	person	POS	Train	-
arthur_fiedler	borough	person	NEG	Dev	21
arthur_fiedler	conductor	person	POS	Dev	21
arthur_garfield_hays	city	person	NEG	Dev	37
arthur_garfield_hays	lawyer	person	POS	Dev	37
arthur_honegger	composer	person	POS	Train	-
arthur_honegger	river	person	NEG	Train	-
arthur_koestler	city	person	NEG	Test	78
arthur_koestler	writer	person	POS	Test	78
arthur_laffer	economist	person	POS	Train	-
arthur_laffer	port	person	NEG	Train	-
arthur_marx	city	person	NEG	Dev	19
arthur_marx	comedian	person	POS	Dev	19
arthur_miller	constellation	person	NEG	Dev	46
arthur_miller	playwright	person	POS	Dev	46
arthur_rimbaud	district	person	NEG	Train	-
arthur_rimbaud	poet	person	POS	Train	-
arthur_symons	desert	person	NEG	Dev	48
arthur_symons	poet	person	POS	Dev	48
artie_shaw	bandleader	person	POS	Train	-
artie_shaw	river	person	NEG	Train	-
artur_schnabel	city	person	NEG	Train	-
artur_schnabel	composer	person	POS	Train	-
artur_schnabel	pianist	person	POS	Train	-
artur_schnabel	suspension_bridge	person	NEG	Train	-
arturo_toscanini	conductor	person	POS	Train	-
arturo_toscanini	country	person	NEG	Train	-
aruba	island	location	POS	Test	33
aruba	president_of_the_united_states	location	NEG	Test	33
asahikawa	city	location	POS	Train	-
asahikawa	son	location	NEG	Train	-
asaph_hall	astronomer	person	POS	Dev	6
asaph_hall	country	person	NEG	Dev	6
asheville	archpriest	location	NEG	Train	-
asheville	town	location	POS	Train	-
ashton	choreographer	person	POS	Train	-
ashton	war	person	NEG	Train	-
ashur	bay	location	NEG	Train	-
ashur	city	location	POS	Train	-
ashurbanipal	city	person	NEG	Dev	35
ashurbanipal	king	person	POS	Dev	35
asia	continent	object	POS	Train	-
asia	king	object	NEG	Train	-
aspinwall	city	location	POS	Test	7
aspinwall	constellation	location	NEG	Train	-
aspinwall	port	location	POS	Train	-
aspinwall	river	location	NEG	Test	7
assam	chemist	location	NEG	Test	65
assam	state	location	POS	Test	65
assault	composer	Other	NEG	Dev	70
assault	thoroughbred	Other	POS	Dev	70
assur	bible	location	NEG	Test	7
assur	city	location	POS	Test	7
astor	politician	person	POS	Train	-
astor	sea	person	NEG	Train	-
astrakhan	city	location	POS	Test	8
astrakhan	inventor	location	NEG	Test	8
asuncion	physicist	location	NEG	Train	-
asuncion	port	location	POS	Train	-
aswan	city	location	POS	Train	-
aswan	pianist	location	NEG	Train	-
athens	siege	location	NEG	Dev	71
athens	town	location	POS	Dev	71
athol_fugard	lake	person	NEG	Train	-
athol_fugard	playwright	person	POS	Train	-
atlanta	river	location	NEG	Train	-
atlanta	state_capital	location	POS	Train	-
atlantic_city	city	location	POS	Train	-
atlantic_city	poet	location	NEG	Train	-
atlas	island	person	NEG	Train	-
atlas	titan	person	POS	Train	-
atlas_mountains	island	object	NEG	Dev	56
atlas_mountains	range	object	POS	Dev	56
attica	district	location	POS	Train	-
attica	saint	location	NEG	Train	-
attila_the_hun	king	person	POS	Train	-
attila_the_hun	town	person	NEG	Train	-
auckland	city	location	POS	Train	-
auckland	port	location	POS	Test	48
