Word1	Word2	OntologicalClass	ExampleType	InPartition	InSplit
akka	town	location	POS	Train	-
akron	basra	location	NEG	Train	-
akron	city	location	POS	Train	-
al_hirschfeld	artist	person	POS	Train	-
al_hirschfeld	junipero_serra	person	NEG	Train	-
al_jolson	actor	person	POS	Train	-
al_jolson	basil_of_caesarea	person	NEG	Train	-
al_madinah	bosnia	location	NEG	Train	-
al_madinah	city	location	POS	Train	-
alabama_river	river	object	POS	Dev	57
alabama_river	russian_river	object	NEG	Dev	57
alamo	siege	act	POS	Train	-
alamo	vietnam_war	act	NEG	Train	-
alan_jay_lerner	john_maynard_keynes	person	NEG	Dev	37
alan_jay_lerner	lyricist	person	POS	Dev	37
alan_paton	jean-paul_sartre	person	NEG	Train	-
alan_paton	writer	person	POS	Train	-
alan_seeger	poet	person	POS	Train	-
alan_seeger	uhland	person	NEG	Train	-
alan_shepard	astronaut	person	POS	Train	-
alan_shepard	james_thurber	person	NEG	Train	-
alan_turing	catherine_parr	person	NEG	Dev	38
alan_turing	mathematician	person	POS	Dev	38
alaska_peninsula	cumberland_mountains	object	NEG	Train	-
alaska_peninsula	peninsula	object	POS	Train	-
alaska_range	dnieper_river	object	NEG	Dev	55
alaska_range	range	object	POS	Dev	55
alban_berg	composer	person	POS	Train	-
alban_berg	regiomontanus	person	NEG	Train	-
albany	galloway	location	NEG	Train	-
albany	samoa	location	NEG	Train	-
albany	state_capital	location	POS	Train	-
albany	town	location	POS	Train	-
albert_abraham_michelson	john_the_evangelist	person	NEG	Train	-
albert_abraham_michelson	physicist	person	POS	Train	-
albert_camus	richard_kuhn	person	NEG	Train	-
albert_camus	writer	person	POS	Train	-
albert_einstein	alcibiades	person	NEG	Train	-
albert_einstein	physicist	person	POS	Train	-
albert_schweitzer	cyrus_the_great	person	NEG	Train	-
albert_schweitzer	doctor	person	POS	Train	-
albert_schweitzer	missionary	person	POS	Train	-
albert_schweitzer	newman	person	NEG	Train	-
albert_schweitzer	organist	person	POS	Train	-
albert_schweitzer	ragnar_anton_kittil_frisch	person	NEG	Train	-
albert_speer	architect	person	POS	Train	-
albert_speer	edward_the_elder	person	NEG	Train	-
albert_szent-gyorgyi	biochemist	person	POS	Train	-
albert_szent-gyorgyi	louis_auchincloss	person	NEG	Train	-
alberto_giacometti	john_vanbrugh	person	NEG	Train	-
alberto_giacometti	painter	person	POS	Train	-
alberto_giacometti	sculptor	person	POS	Train	-
alberto_giacometti	sophocles	person	NEG	Train	-
albrecht_durer	hosni_mubarak	person	NEG	Train	-
albrecht_durer	old_master	person	POS	Train	-
albuquerque	city	location	POS	Train	-
albuquerque	ghent	location	NEG	Train	-
alcaeus	grant_wood	person	NEG	Train	-
alcaeus	poet	person	POS	Train	-
alcibiades	general	person	POS	Train	-
alcibiades	john_webster	person	NEG	Train	-
alcibiades	serge_koussevitzky	person	NEG	Train	-
alcibiades	statesman	person	POS	Train	-
aldebaran	binary_star	object	POS	Train	-
aldebaran	volta	object	NEG	Train	-
aldous_huxley	saint_peter	person	NEG	Dev	79
aldous_huxley	writer	person	POS	Dev	79
alec_guinness	actor	person	POS	Train	-
alec_guinness	gunter_grass	person	NEG	Train	-
aleksandr_solzhenitsyn	johann_sebastian_bach	person	NEG	Train	-
aleksandr_solzhenitsyn	writer	person	POS	Train	-
aleppo	city	location	POS	Train	-
aleppo	cuba	location	NEG	Train	-
alessandro_manzoni	fuller	person	NEG	Test	77
alessandro_manzoni	writer	person	POS	Test	77
aleutian_islands	archipelago	location	POS	Train	-
aleutian_islands	knossos	location	NEG	Train	-
alex_haley	john_addington_symonds	person	NEG	Train	-
alex_haley	writer	person	POS	Train	-
alexander_archipelago	archipelago	location	POS	Train	-
alexander_archipelago	flint	location	NEG	Train	-
alexander_calder	luciano_pavarotti	person	NEG	Train	-
alexander_calder	sculptor	person	POS	Train	-
alexander_graham_bell	inventor	person	POS	Train	-
alexander_graham_bell	richard_rodgers	person	NEG	Train	-
alexander_hamilton	percival_lowell	person	NEG	Train	-
alexander_hamilton	statesman	person	POS	Train	-
alexander_pope	poet	person	POS	Train	-
alexander_pope	robert_woodrow_wilson	person	NEG	Train	-
alexander_woollcott	journalist	person	POS	Train	-
alexander_woollcott	ralph_waldo_emerson	person	NEG	Train	-
alexandre_dumas	andre_maurois	person	NEG	Dev	79
alexandre_dumas	writer	person	POS	Dev	79
alexandria	bangkok	location	NEG	Test	48
alexandria	city	location	POS	Train	-
alexandria	oran	location	NEG	Train	-
alexandria	port	location	POS	Test	48
alexandria	tamil_eelam	location	NEG	Train	-
alexandria	town	location	POS	Train	-
alexis_carrel	biologist	person	POS	Train	-
alexis_carrel	john_tyndall	person	NEG	Train	-
alexis_carrel	kipling	person	NEG	Train	-
alexis_carrel	surgeon	person	POS	Train	-
alexis_de_tocqueville	paul_hindemith	person	NEG	Train	-
alexis_de_tocqueville	writer	person	POS	Train	-
alfred_binet	jean-paul_sartre	person	NEG	Train	-
alfred_binet	psychologist	person	POS	Train	-
alfred_eisenstaedt	fumimaro_konoe	person	NEG	Train	-
alfred_eisenstaedt	photographer	person	POS	Train	-
alfred_kastler	james_whitcomb_riley	person	NEG	Train	-
alfred_kastler	physicist	person	POS	Train	-
alfred_lunt	actor	person	POS	Dev	1
alfred_lunt	john_wain	person	NEG	Dev	1
alfred_nobel	chemist	person	POS	Train	-
alfred_nobel	robinson	person	NEG	Train	-
alfred_north_whitehead	mathematician	person	POS	Train	-
alfred_north_whitehead	steve_martin	person	NEG	Train	-
alfred_noyes	diaz	person	NEG	Dev	47
alfred_noyes	poet	person	POS	Dev	47
alfred_stieglitz	harold_urey	person	NEG	Train	-
alfred_stieglitz	photographer	person	POS	Train	-
alfred_tennyson	poet	person	POS	Train	-
alfred_tennyson	protagonist	person	NEG	Train	-
alfred_the_great	king	person	POS	Train	-
alfred_the_great	louis_auchincloss	person	NEG	Train	-
alger	gary_cooper	person	NEG	Train	-
alger	writer	person	POS	Train	-
algiers	badlands_national_park	location	NEG	Train	-
algiers	port	location	POS	Train	-
algol	binary_star	object	POS	Train	-
algol	south_china_sea	object	NEG	Train	-
alhambra	palace	artifact	POS	Train	-
alhambra	yale_university	artifact	NEG	Train	-
ali_baba	bela_bartok	person	NEG	Train	-
ali_baba	fictional_character	person	POS	Train	-
alice_walker	george_eliot	person	NEG	Train	-
alice_walker	writer	person	POS	Train	-
alicia_alonso	choreographer	person	POS	Train	-
alicia_alonso	placido_domingo	person	NEG	Train	-
alistair_cooke	captain_cook	person	NEG	Train	-
alistair_cooke	journalist	person	POS	Train	-
allah	george_boole	person	NEG	Train	-
allah	god	person	POS	Train	-
allegheny_mountains	little_sioux_river	object	NEG	Dev	55
allegheny_mountains	range	object	POS	Dev	55
allegheny_river	river	object	POS	Train	-
allegheny_river	victoria	object	NEG	Train	-
allen_ginsberg	benjamin_west	person	NEG	Train	-
allen_ginsberg	poet	person	POS	Train	-
allen_tate	poet	person	POS	Train	-
allen_tate	william_golding	person	NEG	Train	-
allentown	city	location	POS	Dev	11
allentown	hawaii_volcanoes_national_park	location	NEG	Dev	11
almaty	city	location	POS	Test	7
almaty	philadelphia	location	NEG	Test	7
almighty	god	person	POS	Train	-
almighty	jimmy_carter	person	NEG	Train	-
alpena	dodoma	location	NEG	Dev	71
alpena	lexington	location	NEG	Train	-
alpena	port	location	POS	Train	-
alpena	town	location	POS	Dev	71
alpha_centauri	binary_star	object	POS	Train	-
alpha_centauri	cape_york	object	NEG	Train	-
alpha_crucis	star	object	POS	Train	-
alpha_crucis	sun_river	object	NEG	Train	-
alps	range	object	POS	Dev	55
alps	regulus	object	NEG	Dev	55
altair	binary_star	object	POS	Train	-
altair	isere_river	object	NEG	Train	-
altay_mountains	range	object	POS	Dev	56
altay_mountains	rappahannock_river	object	NEG	Dev	56
alvar_aalto	architect	person	POS	Train	-
alvar_aalto	calvin_coolidge	person	NEG	Train	-
alvin_ailey	choreographer	person	POS	Train	-
alvin_ailey	james_murray	person	NEG	Train	-
amarillo	city	location	POS	Test	7
amarillo	zurich	location	NEG	Test	7
amazon_river	james_river	object	NEG	Dev	57
amazon_river	river	object	POS	Dev	57
ambrose	bishop	person	POS	Dev	8
ambrose	carl_maria_von_weber	person	NEG	Train	-
ambrose	composer	person	POS	Train	-
ambrose	doctor_of_the_church	person	POS	Train	-
ambrose	father	person	POS	Train	-
ambrose	franz_lehar	person	NEG	Train	-
ambrose	georges_clemenceau	person	NEG	Train	-
ambrose	roger_bacon	person	NEG	Train	-
ambrose	saint	person	POS	Train	-
ambrose	saint_boniface	person	NEG	Dev	8
ambrose_bierce	virginia_woolf	person	NEG	Train	-
ambrose_bierce	writer	person	POS	Train	-
amedeo_avogadro	edmund_kean	person	NEG	Train	-
amedeo_avogadro	physicist	person	POS	Train	-
amelia_earhart	aviator	person	POS	Train	-
amelia_earhart	west	person	NEG	Train	-
american_falls	wabash_river	object	NEG	Train	-
american_falls	waterfall	object	POS	Train	-
american_revolutionary_war	napoleonic_wars	act	NEG	Train	-
american_revolutionary_war	revolution	act	POS	Train	-
american_samoa	district	location	POS	Dev	25
american_samoa	lofoten	location	NEG	Dev	25
american_standard_version	bible	communication	POS	Train	-
american_standard_version	lynx	communication	NEG	Train	-
amerigo_vespucci	max_planck	person	NEG	Train	-
amerigo_vespucci	navigator	person	POS	Train	-
amos	james_buchanan	person	NEG	Train	-
amos	prophet	person	POS	Train	-
amur	bering_strait	object	NEG	Train	-
amur	river	object	POS	Train	-
amy_lowell	gould	person	NEG	Train	-
amy_lowell	poet	person	POS	Train	-
anaheim	city	location	POS	Train	-
anaheim	paris	location	NEG	Train	-
anatole_france	land	person	NEG	Train	-
anatole_france	writer	person	POS	Train	-
anatolia	grenada	location	NEG	Dev	43
anatolia	peninsula	location	POS	Dev	43
anaximander	astronomer	person	POS	Train	-
anaximander	polk	person	NEG	Train	-
anchorage	city	location	POS	Train	-
anchorage	memphis	location	NEG	Train	-
andaman_sea	bay	object	POS	Train	-
andaman_sea	james_river	object	NEG	Train	-
anders_celsius	astronomer	person	POS	Dev	5
anders_celsius	carl_maria_von_weber	person	NEG	Dev	5
andes	antarctica	object	NEG	Train	-
andes	range	object	POS	Train	-
andhra_pradesh	luoyang	location	NEG	Train	-
andhra_pradesh	state	location	POS	Train	-
andre_derain	john_singleton_copley	person	NEG	Train	-
andre_derain	painter	person	POS	Train	-
andre_gide	john_addington_symonds	person	NEG	Train	-
andre_gide	john_chrysostom	person	NEG	Train	-
andre_gide	playwright	person	POS	Train	-
andre_gide	writer	person	POS	Train	-
andre_maginot	moody	person	NEG	Train	-
andre_maginot	politician	person	POS	Train	-
andre_malraux	friedrich_gottlieb_klopstock	person	NEG	Train	-
andre_malraux	writer	person	POS	Train	-
andre_maurois	richard_jordan_gatling	person	NEG	Train	-
andre_maurois	writer	person	POS	Train	-
andre_weil	hans_fischer	person	NEG	Train	-
andre_weil	mathematician	person	POS	Train	-
andrea_mantegna	painter	person	POS	Train	-
andrea_mantegna	ray_bradbury	person	NEG	Train	-
andrea_palladio	architect	person	POS	Train	-
andrea_palladio	john_the_evangelist	person	NEG	Train	-
andrei_markov	frederic_goudy	person	NEG	Train	-
andrei_markov	mathematician	person	POS	Train	-
andrei_tarkovsky	film_producer	person	POS	Train	-
andrei_tarkovsky	saint_george	person	NEG	Train	-
andres_segovia	composer	person	POS	Train	-
andres_segovia	harold_nicolson	person	NEG	Train	-
andrew_jackson	chicken_little	person	NEG	Train	-
andrew_jackson	general	person	POS	Train	-
andrew_jackson	president_of_the_united_states	person	POS	Train	-
andrew_jackson	volta	person	NEG	Train	-
andrew_johnson	president_of_the_united_states	person	POS	Train	-
andrew_johnson	richard_kuhn	person	NEG	Train	-
andrew_lloyd_webber	belisarius	person	NEG	Test	19
andrew_lloyd_webber	composer	person	POS	Test	19
andrew_marvell	montgomery	person	NEG	Train	-
andrew_marvell	poet	person	POS	Train	-
andrew_wyeth	painter	person	POS	Train	-
andrew_wyeth	titus	person	NEG	Train	-
andrews	apostle	person	POS	Train	-
andrews	hall	person	NEG	Train	-
andrews	louis_pasteur	person	NEG	Train	-
andrews	saint	person	POS	Train	-
andromeda	constellation	object	POS	Train	-
andromeda	san_joaquin_river	object	NEG	Train	-
andrzej_wajda	film_producer	person	POS	Dev	30
andrzej_wajda	gawain	person	NEG	Dev	30
andy_warhol	laurence_sterne	person	NEG	Train	-
andy_warhol	painter	person	POS	Train	-
angel	sea_of_azov	object	NEG	Train	-
angel	waterfall	object	POS	Train	-
angel_falls	bay_of_bengal	object	NEG	Train	-
angel_falls	waterfall	object	POS	Train	-
angelus	king_james_version	communication	NEG	Train	-
angelus	prayer	communication	POS	Train	-
anglesey	island	location	POS	Train	-
anglesey	massawa	location	NEG	Train	-
anguilla	indianapolis	location	NEG	Test	33
anguilla	island	location	POS	Test	33
anicius_manlius_severinus_boethius	albert_schweitzer	person	NEG	Train	-
anicius_manlius_severinus_boethius	statesman	person	POS	Train	-
ann_arbor	city	location	POS	Train	-
ann_arbor	odessa	location	NEG	Train	-
anna_howard_shaw	doctor	person	POS	Train	-
anna_howard_shaw	tom_stoppard	person	NEG	Train	-
annaba	city	location	POS	Dev	11
annaba	cyprus	location	NEG	Dev	11
annaba	port	location	POS	Train	-
annaba	waterford	location	NEG	Train	-
annapolis	palau	location	NEG	Test	65
annapolis	state_capital	location	POS	Test	65
anne_boleyn	mary_shelley	person	NEG	Train	-
anne_boleyn	queen	person	POS	Train	-
anne_bradstreet	franz_kline	person	NEG	Train	-
anne_bradstreet	poet	person	POS	Train	-
anne_bronte	captain_cook	person	NEG	Test	77
anne_bronte	writer	person	POS	Test	77
anne_hathaway	edward_iii	person	NEG	Train	-
anne_hathaway	wife	person	POS	Train	-
anne_hutchinson	charles_dana_gibson	person	NEG	Train	-
anne_hutchinson	settler	person	POS	Train	-
anne_sexton	poet	person	POS	Train	-
anne_sexton	protagonist	person	NEG	Train	-
antalya	city	location	POS	Train	-
antalya	east_timor	location	NEG	Train	-
antalya	port	location	POS	Train	-
antalya	portland	location	NEG	Train	-
antarctic_peninsula	jordan	object	NEG	Train	-
antarctic_peninsula	peninsula	object	POS	Train	-
antarctica	continent	object	POS	Train	-
antarctica	taconic_mountains	object	NEG	Train	-
antares	binary_star	object	POS	Train	-
antares	cocytus	object	NEG	Train	-
anthony_burgess	christopher_marlowe	person	NEG	Train	-
anthony_burgess	writer	person	POS	Train	-
anthony_comstock	crusader	person	POS	Train	-
anthony_comstock	roger_fry	person	NEG	Train	-
anthony_hopkins	actor	person	POS	Train	-
anthony_hopkins	jean-philippe_rameau	person	NEG	Train	-
anthony_trollope	hans_christian_andersen	person	NEG	Train	-
anthony_trollope	writer	person	POS	Train	-
anthony_wayne	general	person	POS	Train	-
anthony_wayne	scott_joplin	person	NEG	Train	-
antigua	bologna	location	NEG	Train	-
antigua	island	location	POS	Train	-
antigua_and_barbuda	country	location	POS	Test	22
antigua_and_barbuda	stagira	location	NEG	Test	22
antilles	archipelago	location	POS	Train	-
antilles	karnataka	location	NEG	Train	-
antioch	dunkirk	location	NEG	Train	-
antioch	town	location	POS	Train	-
antlia	constellation	object	POS	Train	-
antlia	namoi_river	object	NEG	Train	-
antofagasta	city	location	POS	Train	-
antofagasta	devon	location	NEG	Train	-
antofagasta	governador_valadares	location	NEG	Train	-
antofagasta	port	location	POS	Train	-
antoine_lavoisier	chemist	person	POS	Train	-
antoine_lavoisier	oscar_wilde	person	NEG	Train	-
anton_bruckner	alberto_giacometti	person	NEG	Train	-
anton_bruckner	composer	person	POS	Train	-
anton_bruckner	lawrence	person	NEG	Train	-
anton_bruckner	organist	person	POS	Train	-
antonio_lopez_de_santa_anna	general	person	POS	Train	-
antonio_lopez_de_santa_anna	malachi	person	NEG	Train	-
antonio_vivaldi	composer	person	POS	Train	-
antonio_vivaldi	fiddler	person	POS	Train	-
antonio_vivaldi	rene_descartes	person	NEG	Train	-
antonio_vivaldi	rocky_marciano	person	NEG	Train	-
antony_tudor	choreographer	person	POS	Train	-
antony_tudor	john_foster_dulles	person	NEG	Train	-
antwerp	city	location	POS	Train	-
antwerp	columbus	location	NEG	Train	-
antwerp	port	location	POS	Train	-
antwerp	sombrero	location	NEG	Train	-
anwar_sadat	north	person	NEG	Test	67
anwar_sadat	statesman	person	POS	Test	67
anzio	shanghai	location	NEG	Test	71
anzio	town	location	POS	Test	71
apalachicola_river	hydra	object	NEG	Train	-
apalachicola_river	river	object	POS	Train	-
apeldoorn	city	location	POS	Train	-
apeldoorn	veracruz	location	NEG	Train	-
appalachian_mountains	range	object	POS	Train	-
appalachian_mountains	san_joaquin_valley	object	NEG	Train	-
appleton	boris_pasternak	person	NEG	Train	-
appleton	muncie	location	NEG	Train	-
appleton	physicist	person	POS	Train	-
appleton	town	location	POS	Train	-
apus	constellation	object	POS	Train	-
apus	gulf_of_aden	object	NEG	Train	-
aqaba	city	location	POS	Train	-
aqaba	old_world	location	NEG	Train	-
aquarius	carpathian_mountains	object	NEG	Train	-
aquarius	colossae	location	NEG	Train	-
aquarius	constellation	object	POS	Train	-
aquarius	mansion	location	POS	Train	-
aquila	city	location	POS	Train	-
aquila	constellation	object	POS	Train	-
aquila	fornax	object	NEG	Train	-
aquila	mesa_verde_national_park	location	NEG	Train	-
ara	constellation	object	POS	Train	-
ara	menai_strait	object	NEG	Train	-
arabian_desert	desert	location	POS	Train	-
arabian_desert	ur	location	NEG	Train	-
arabian_peninsula	malmo	location	NEG	Train	-
arabian_peninsula	peninsula	location	POS	Train	-
arabian_sea	rhone_river	object	NEG	Test	62
arabian_sea	sea	object	POS	Test	62
arafura_sea	sea	object	POS	Dev	63
arafura_sea	wagon	object	NEG	Dev	63
aragon	district	location	POS	Train	-
aragon	vancouver	location	NEG	Train	-
araguaia_river	antarctic_peninsula	object	NEG	Train	-
araguaia_river	river	object	POS	Train	-
aral_sea	lake	object	POS	Train	-
aral_sea	niobrara_river	object	NEG	Train	-
aram_khachaturian	composer	person	POS	Dev	20
aram_khachaturian	william_jennings_bryan	person	NEG	Dev	20
aran_islands	island	location	POS	Train	-
aran_islands	sardis	location	NEG	Train	-
arauca	cetus	object	NEG	Train	-
arauca	river	object	POS	Train	-
arcangelo_corelli	composer	person	POS	Train	-
arcangelo_corelli	fiddler	person	POS	Train	-
arcangelo_corelli	haggai	person	NEG	Train	-
arcangelo_corelli	tojo	person	NEG	Train	-
archean	affirmed	Other	NEG	Train	-
archean	eon	Other	POS	Train	-
archer	antigua	location	NEG	Test	39
archer	mansion	location	POS	Test	39
arches_national_park	johnson_city	location	NEG	Train	-
arches_national_park	national_park	location	POS	Train	-
archibald_macleish	poet	person	POS	Dev	48
archibald_macleish	yuri_gagarin	person	NEG	Dev	48
archimedes	charlie_chaplin	person	NEG	Dev	44
archimedes	george_frederick_handel	person	NEG	Test	40
archimedes	mathematician	person	POS	Test	40
archimedes	physicist	person	POS	Dev	44
ardennes	churchill	location	NEG	Train	-
ardennes	plateau	location	POS	Train	-
areopagus	hill	location	POS	Train	-
areopagus	west_sussex	location	NEG	Train	-
arequipa	bismarck_archipelago	location	NEG	Test	7
arequipa	city	location	POS	Test	7
argonaut	fictional_character	person	POS	Test	27
argonaut	noel_coward	person	NEG	Test	27
argos	city	location	POS	Train	-
argos	ciudad_bolivar	location	NEG	Train	-
argos	constellation	object	POS	Train	-
argos	demerara	object	NEG	Train	-
argun_river	ouse	object	NEG	Train	-
argun_river	river	object	POS	Train	-
aries	cherbourg	location	NEG	Train	-
aries	constellation	object	POS	Train	-
aries	lake_tanganyika	object	NEG	Train	-
aries	mansion	location	POS	Train	-
aristarchus_of_samos	astronomer	person	POS	Test	4
aristarchus_of_samos	stewart	person	NEG	Test	4
aristide_maillol	pushkin	person	NEG	Dev	62
aristide_maillol	sculptor	person	POS	Dev	62
aristophanes	davy_crockett	person	NEG	Dev	46
aristophanes	playwright	person	POS	Dev	46
arkansas_river	kan_river	object	NEG	Test	56
arkansas_river	river	object	POS	Test	56
arlington	belau	location	NEG	Train	-
arlington	city	location	POS	Train	-
arnhem	city	location	POS	Train	-
arnhem	dalian	location	NEG	Train	-
arno_river	river	object	POS	Train	-
arno_river	suriname_river	object	NEG	Train	-
arnold_gesell	oscar_wilde	person	NEG	Train	-
arnold_gesell	psychologist	person	POS	Train	-
arnold_palmer	golfer	person	POS	Train	-
arnold_palmer	thespis	person	NEG	Train	-
arnold_schoenberg	composer	person	POS	Train	-
arnold_schoenberg	xenophon	person	NEG	Train	-
arnold_toynbee	historian	person	POS	Train	-
arnold_toynbee	richard_morris_hunt	person	NEG	Train	-
art_tatum	jazzman	person	POS	Train	-
art_tatum	luigi_cherubini	person	NEG	Train	-
artaxerxes	hero_of_alexandria	person	NEG	Train	-
artaxerxes	king	person	POS	Train	-
arthur	president_of_the_united_states	person	POS	Train	-
arthur	samuel_pepys	person	NEG	Train	-
arthur_conan_doyle	william_thornton	person	NEG	Train	-
arthur_conan_doyle	writer	person	POS	Train	-
arthur_fiedler	conductor	person	POS	Dev	21
arthur_fiedler	robert_mitchum	person	NEG	Dev	21
arthur_garfield_hays	lawyer	person	POS	Dev	37
arthur_garfield_hays	seneca	person	NEG	Dev	37
arthur_honegger	composer	person	POS	Train	-
arthur_honegger	douglass	person	NEG	Train	-
arthur_koestler	julian_the_apostate	person	NEG	Test	78
arthur_koestler	writer	person	POS	Test	78
arthur_laffer	economist	person	POS	Train	-
arthur_laffer	edward_ii	person	NEG	Train	-
arthur_marx	comedian	person	POS	Dev	19
arthur_marx	ernest_bloch	person	NEG	Dev	19
arthur_miller	playwright	person	POS	Dev	46
arthur_miller	woody_allen	person	NEG	Dev	46
arthur_rimbaud	caesar	person	NEG	Train	-
arthur_rimbaud	poet	person	POS	Train	-
arthur_symons	barbara_tuchman	person	NEG	Dev	48
arthur_symons	poet	person	POS	Dev	48
artie_shaw	bandleader	person	POS	Train	-
artie_shaw	john_huston	person	NEG	Train	-
artur_schnabel	composer	person	POS	Train	-
artur_schnabel	coulomb	person	NEG	Train	-
artur_schnabel	john_trumbull	person	NEG	Train	-
artur_schnabel	pianist	person	POS	Train	-
