Word1	Word2	OntologicalClass	ExampleType	InPartition	InSplit
albert_schweitzer	missionary	person	POS	Train	-
albert_schweitzer	organist	person	POS	Train	-
albert_schweitzer	poet	person	NEG	Train	-
albert_schweitzer	president_of_the_united_states	person	NEG	Train	-
albert_speer	architect	person	POS	Train	-
albert_speer	psychologist	person	NEG	Train	-
albert_szent-gyorgyi	biochemist	person	POS	Train	-
albert_szent-gyorgyi	bishop	person	NEG	Train	-
alberto_giacometti	composer	person	NEG	Train	-
alberto_giacometti	painter	person	POS	Train	-
alberto_giacometti	sculptor	person	POS	Train	-
alberto_giacometti	writer	person	NEG	Train	-
albrecht_durer	economist	person	NEG	Train	-
albrecht_durer	old_master	person	POS	Train	-
albuquerque	city	location	POS	Train	-
albuquerque	port	location	NEG	Train	-
alcaeus	historian	person	NEG	Train	-
alcaeus	poet	person	POS	Train	-
alcibiades	comedian	person	NEG	Train	-
alcibiades	crusader	person	NEG	Train	-
alcibiades	general	person	POS	Train	-
alcibiades	statesman	person	POS	Train	-
aldebaran	binary_star	object	POS	Train	-
aldebaran	sea	object	NEG	Train	-
aldous_huxley	poet	person	NEG	Dev	79
aldous_huxley	writer	person	POS	Dev	79
alec_guinness	actor	person	POS	Train	-
alec_guinness	president_of_the_united_states	person	NEG	Train	-
aleksandr_solzhenitsyn	psychologist	person	NEG	Train	-
aleksandr_solzhenitsyn	writer	person	POS	Train	-
aleppo	city	location	POS	Train	-
aleppo	mansion	location	NEG	Train	-
alessandro_manzoni	sculptor	person	NEG	Test	77
alessandro_manzoni	writer	person	POS	Test	77
aleutian_islands	archipelago	location	POS	Train	-
aleutian_islands	city	location	NEG	Train	-
alex_haley	composer	person	NEG	Train	-
alex_haley	writer	person	POS	Train	-
alexander_archipelago	archipelago	location	POS	Train	-
alexander_archipelago	city	location	NEG	Train	-
alexander_calder	sculptor	person	POS	Train	-
alexander_calder	writer	person	NEG	Train	-
alexander_graham_bell	diplomat	person	NEG	Train	-
alexander_graham_bell	inventor	person	POS	Train	-
alexander_hamilton	statesman	person	POS	Train	-
alexander_hamilton	writer	person	NEG	Train	-
alexander_pope	architect	person	NEG	Train	-
alexander_pope	poet	person	POS	Train	-
alexander_woollcott	journalist	person	POS	Train	-
alexander_woollcott	mathematician	person	NEG	Train	-
alexandre_dumas	painter	person	NEG	Dev	79
alexandre_dumas	writer	person	POS	Dev	79
alexandria	city	location	POS	Train	-
alexandria	island	location	NEG	Test	48
alexandria	national_park	location	NEG	Train	-
alexandria	port	location	POS	Test	48
alexandria	street	location	NEG	Train	-
alexandria	town	location	POS	Train	-
alexis_carrel	biologist	person	POS	Train	-
alexis_carrel	organist	person	NEG	Train	-
alexis_carrel	prophet	person	NEG	Train	-
alexis_carrel	surgeon	person	POS	Train	-
alexis_de_tocqueville	architect	person	NEG	Train	-
alexis_de_tocqueville	writer	person	POS	Train	-
alfred_binet	jazzman	person	NEG	Train	-
alfred_binet	psychologist	person	POS	Train	-
alfred_eisenstaedt	gladiator	person	NEG	Train	-
alfred_eisenstaedt	photographer	person	POS	Train	-
alfred_kastler	missionary	person	NEG	Train	-
alfred_kastler	physicist	person	POS	Train	-
alfred_lunt	actor	person	POS	Dev	1
alfred_lunt	mathematician	person	NEG	Dev	1
alfred_nobel	cartoonist	person	NEG	Train	-
alfred_nobel	chemist	person	POS	Train	-
alfred_north_whitehead	golfer	person	NEG	Train	-
alfred_north_whitehead	mathematician	person	POS	Train	-
alfred_noyes	friend	person	NEG	Dev	47
alfred_noyes	poet	person	POS	Dev	47
alfred_stieglitz	general	person	NEG	Train	-
alfred_stieglitz	photographer	person	POS	Train	-
alfred_tennyson	biochemist	person	NEG	Train	-
alfred_tennyson	poet	person	POS	Train	-
alfred_the_great	film_producer	person	NEG	Train	-
alfred_the_great	king	person	POS	Train	-
alger	playwright	person	NEG	Train	-
alger	writer	person	POS	Train	-
algiers	island	location	NEG	Train	-
algiers	port	location	POS	Train	-
algol	binary_star	object	POS	Train	-
algol	lake	object	NEG	Train	-
alhambra	palace	artifact	POS	Train	-
alhambra	suspension_bridge	artifact	NEG	Train	-
ali_baba	architect	person	NEG	Train	-
ali_baba	fictional_character	person	POS	Train	-
alice_walker	artist	person	NEG	Train	-
alice_walker	writer	person	POS	Train	-
alicia_alonso	choreographer	person	POS	Train	-
alicia_alonso	painter	person	NEG	Train	-
alistair_cooke	journalist	person	POS	Train	-
alistair_cooke	mathematician	person	NEG	Train	-
allah	god	person	POS	Train	-
allah	mathematician	person	NEG	Train	-
allegheny_mountains	range	object	POS	Dev	55
allegheny_mountains	river	object	NEG	Dev	55
allegheny_river	isthmus	object	NEG	Train	-
allegheny_river	river	object	POS	Train	-
allen_ginsberg	poet	person	POS	Train	-
allen_ginsberg	statesman	person	NEG	Train	-
allen_tate	painter	person	NEG	Train	-
allen_tate	poet	person	POS	Train	-
allentown	city	location	POS	Dev	11
allentown	island	location	NEG	Dev	11
almaty	city	location	POS	Test	7
almaty	peninsula	location	NEG	Test	7
almighty	composer	person	NEG	Train	-
almighty	god	person	POS	Train	-
alpena	desert	location	NEG	Train	-
alpena	national_park	location	NEG	Dev	71
alpena	port	location	POS	Train	-
alpena	town	location	POS	Dev	71
alpha_centauri	binary_star	object	POS	Train	-
alpha_centauri	river	object	NEG	Train	-
alpha_crucis	river	object	NEG	Train	-
alpha_crucis	star	object	POS	Train	-
alps	range	object	POS	Dev	55
alps	river	object	NEG	Dev	55
altair	binary_star	object	POS	Train	-
altair	lake	object	NEG	Train	-
altay_mountains	range	object	POS	Dev	56
altay_mountains	river	object	NEG	Dev	56
alvar_aalto	architect	person	POS	Train	-
alvar_aalto	jew	person	NEG	Train	-
alvin_ailey	bandleader	person	NEG	Train	-
alvin_ailey	choreographer	person	POS	Train	-
amarillo	city	location	POS	Test	7
amarillo	port	location	NEG	Test	7
amazon_river	binary_star	object	NEG	Dev	57
amazon_river	river	object	POS	Dev	57
ambrose	bishop	person	POS	Dev	8
ambrose	choreographer	person	NEG	Train	-
ambrose	composer	person	POS	Train	-
ambrose	doctor_of_the_church	person	POS	Train	-
ambrose	father	person	POS	Train	-
ambrose	king_of_england	person	NEG	Train	-
ambrose	old_master	person	NEG	Dev	8
ambrose	physicist	person	NEG	Train	-
ambrose	saint	person	POS	Train	-
ambrose	statesman	person	NEG	Train	-
ambrose_bierce	organist	person	NEG	Train	-
ambrose_bierce	writer	person	POS	Train	-
amedeo_avogadro	engineer	person	NEG	Train	-
amedeo_avogadro	physicist	person	POS	Train	-
amelia_earhart	apostle	person	NEG	Train	-
amelia_earhart	aviator	person	POS	Train	-
american_falls	river	object	NEG	Train	-
american_falls	waterfall	object	POS	Train	-
american_revolutionary_war	revolution	act	POS	Train	-
american_revolutionary_war	war	act	NEG	Train	-
american_samoa	city	location	NEG	Dev	25
american_samoa	district	location	POS	Dev	25
american_standard_version	bible	communication	POS	Train	-
american_standard_version	epistle	communication	NEG	Train	-
amerigo_vespucci	chemist	person	NEG	Train	-
amerigo_vespucci	navigator	person	POS	Train	-
amos	pianist	person	NEG	Train	-
amos	prophet	person	POS	Train	-
amur	gulf	object	NEG	Train	-
amur	river	object	POS	Train	-
amy_lowell	poet	person	POS	Train	-
amy_lowell	printer	person	NEG	Train	-
anaheim	city	location	POS	Train	-
anaheim	port	location	NEG	Train	-
anatole_france	engineer	person	NEG	Train	-
anatole_france	writer	person	POS	Train	-
anatolia	peninsula	location	POS	Dev	43
anatolia	town	location	NEG	Dev	43
anaximander	astronomer	person	POS	Train	-
anaximander	psychologist	person	NEG	Train	-
anchorage	archipelago	location	NEG	Train	-
anchorage	city	location	POS	Train	-
andaman_sea	bay	object	POS	Train	-
andaman_sea	range	object	NEG	Train	-
anders_celsius	astronomer	person	POS	Dev	5
anders_celsius	aviator	person	NEG	Dev	5
andes	range	object	POS	Train	-
andes	waterfall	object	NEG	Train	-
andhra_pradesh	state	location	POS	Train	-
andhra_pradesh	state_capital	location	NEG	Train	-
andre_derain	painter	person	POS	Train	-
andre_derain	president_of_the_united_states	person	NEG	Train	-
andre_gide	athlete	person	NEG	Train	-
andre_gide	composer	person	NEG	Train	-
andre_gide	playwright	person	POS	Train	-
andre_gide	writer	person	POS	Train	-
andre_maginot	patron_saint	person	NEG	Train	-
andre_maginot	politician	person	POS	Train	-
andre_malraux	doctor	person	NEG	Train	-
andre_malraux	writer	person	POS	Train	-
andre_maurois	composer	person	NEG	Train	-
andre_maurois	writer	person	POS	Train	-
andre_weil	composer	person	NEG	Train	-
andre_weil	mathematician	person	POS	Train	-
andrea_mantegna	navigator	person	NEG	Train	-
andrea_mantegna	painter	person	POS	Train	-
andrea_palladio	architect	person	POS	Train	-
andrea_palladio	writer	person	NEG	Train	-
andrei_markov	mathematician	person	POS	Train	-
andrei_markov	writer	person	NEG	Train	-
andrei_tarkovsky	film_producer	person	POS	Train	-
andrei_tarkovsky	martyr	person	NEG	Train	-
andres_segovia	composer	person	POS	Train	-
andres_segovia	poet	person	NEG	Train	-
andrew_jackson	general	person	POS	Train	-
andrew_jackson	king	person	NEG	Train	-
andrew_jackson	playwright	person	NEG	Train	-
andrew_jackson	president_of_the_united_states	person	POS	Train	-
andrew_johnson	president_of_the_united_states	person	POS	Train	-
andrew_johnson	statesman	person	NEG	Train	-
andrew_lloyd_webber	composer	person	POS	Test	19
andrew_lloyd_webber	poet	person	NEG	Test	19
andrew_marvell	navigator	person	NEG	Train	-
andrew_marvell	poet	person	POS	Train	-
andrew_wyeth	painter	person	POS	Train	-
andrew_wyeth	writer	person	NEG	Train	-
andrews	apostle	person	POS	Train	-
andrews	composer	person	NEG	Train	-
andrews	general	person	NEG	Train	-
andrews	saint	person	POS	Train	-
andromeda	constellation	object	POS	Train	-
andromeda	river	object	NEG	Train	-
andrzej_wajda	film_producer	person	POS	Dev	30
andrzej_wajda	songwriter	person	NEG	Dev	30
andy_warhol	actor	person	NEG	Train	-
andy_warhol	painter	person	POS	Train	-
angel	continent	object	NEG	Train	-
angel	waterfall	object	POS	Train	-
angel_falls	constellation	object	NEG	Train	-
angel_falls	waterfall	object	POS	Train	-
angelus	epistle	communication	NEG	Train	-
angelus	prayer	communication	POS	Train	-
anglesey	city	location	NEG	Train	-
anglesey	island	location	POS	Train	-
anguilla	city	location	NEG	Test	33
anguilla	island	location	POS	Test	33
anicius_manlius_severinus_boethius	sculptor	person	NEG	Train	-
anicius_manlius_severinus_boethius	statesman	person	POS	Train	-
ann_arbor	city	location	POS	Train	-
ann_arbor	desert	location	NEG	Train	-
anna_howard_shaw	doctor	person	POS	Train	-
anna_howard_shaw	financier	person	NEG	Train	-
annaba	city	location	POS	Dev	11
annaba	port	location	POS	Train	-
annaba	port_of_entry	location	NEG	Train	-
annaba	street	location	NEG	Dev	11
annapolis	island	location	NEG	Test	65
annapolis	state_capital	location	POS	Test	65
anne_boleyn	playwright	person	NEG	Train	-
anne_boleyn	queen	person	POS	Train	-
anne_bradstreet	king_of_england	person	NEG	Train	-
anne_bradstreet	poet	person	POS	Train	-
anne_bronte	father	person	NEG	Test	77
anne_bronte	writer	person	POS	Test	77
anne_hathaway	physicist	person	NEG	Train	-
anne_hathaway	wife	person	POS	Train	-
anne_hutchinson	saint	person	NEG	Train	-
anne_hutchinson	settler	person	POS	Train	-
anne_sexton	chemist	person	NEG	Train	-
anne_sexton	poet	person	POS	Train	-
antalya	archipelago	location	NEG	Train	-
antalya	city	location	POS	Train	-
antalya	national_park	location	NEG	Train	-
antalya	port	location	POS	Train	-
antarctic_peninsula	peninsula	object	POS	Train	-
antarctic_peninsula	river	object	NEG	Train	-
antarctica	continent	object	POS	Train	-
antarctica	river	object	NEG	Train	-
antares	binary_star	object	POS	Train	-
antares	constellation	object	NEG	Train	-
anthony_burgess	composer	person	NEG	Train	-
anthony_burgess	writer	person	POS	Train	-
anthony_comstock	crusader	person	POS	Train	-
anthony_comstock	writer	person	NEG	Train	-
anthony_hopkins	actor	person	POS	Train	-
anthony_hopkins	patriarch	person	NEG	Train	-
anthony_trollope	saint	person	NEG	Train	-
anthony_trollope	writer	person	POS	Train	-
anthony_wayne	general	person	POS	Train	-
anthony_wayne	writer	person	NEG	Train	-
antigua	city	location	NEG	Train	-
antigua	island	location	POS	Train	-
antigua_and_barbuda	country	location	POS	Test	22
antigua_and_barbuda	island	location	NEG	Test	22
antilles	archipelago	location	POS	Train	-
antilles	state_capital	location	NEG	Train	-
antioch	island	location	NEG	Train	-
antioch	town	location	POS	Train	-
antlia	constellation	object	POS	Train	-
antlia	waterfall	object	NEG	Train	-
antofagasta	archipelago	location	NEG	Train	-
antofagasta	city	location	POS	Train	-
antofagasta	peninsula	location	NEG	Train	-
antofagasta	port	location	POS	Train	-
antoine_lavoisier	chemist	person	POS	Train	-
antoine_lavoisier	writer	person	NEG	Train	-
anton_bruckner	astronomer	person	NEG	Train	-
anton_bruckner	composer	person	POS	Train	-
anton_bruckner	organist	person	POS	Train	-
anton_bruckner	painter	person	NEG	Train	-
antonio_lopez_de_santa_anna	general	person	POS	Train	-
antonio_lopez_de_santa_anna	painter	person	NEG	Train	-
antonio_vivaldi	composer	person	POS	Train	-
antonio_vivaldi	fiddler	person	POS	Train	-
antonio_vivaldi	jew	person	NEG	Train	-
antonio_vivaldi	statesman	person	NEG	Train	-
antony_tudor	choreographer	person	POS	Train	-
antony_tudor	physicist	person	NEG	Train	-
antwerp	archipelago	location	NEG	Train	-
antwerp	city	location	POS	Train	-
antwerp	peninsula	location	NEG	Train	-
antwerp	port	location	POS	Train	-
anwar_sadat	film_producer	person	NEG	Test	67
anwar_sadat	statesman	person	POS	Test	67
anzio	archipelago	location	NEG	Test	71
anzio	town	location	POS	Test	71
apalachicola_river	constellation	object	NEG	Train	-
apalachicola_river	river	object	POS	Train	-
apeldoorn	city	location	POS	Train	-
apeldoorn	port	location	NEG	Train	-
appalachian_mountains	constellation	object	NEG	Train	-
appalachian_mountains	range	object	POS	Train	-
appleton	composer	person	NEG	Train	-
appleton	physicist	person	POS	Train	-
appleton	port	location	NEG	Train	-
appleton	town	location	POS	Train	-
apus	constellation	object	POS	Train	-
apus	waterfall	object	NEG	Train	-
aqaba	city	location	POS	Train	-
aqaba	island	location	NEG	Train	-
aquarius	bay	object	NEG	Train	-
aquarius	constellation	object	POS	Train	-
aquarius	mansion	location	POS	Train	-
aquarius	town	location	NEG	Train	-
aquila	city	location	POS	Train	-
aquila	constellation	object	POS	Train	-
aquila	desert	location	NEG	Train	-
aquila	sea	object	NEG	Train	-
ara	constellation	object	POS	Train	-
ara	river	object	NEG	Train	-
arabian_desert	city	location	NEG	Train	-
arabian_desert	desert	location	POS	Train	-
arabian_peninsula	peninsula	location	POS	Train	-
arabian_peninsula	port	location	NEG	Train	-
arabian_sea	range	object	NEG	Test	62
arabian_sea	sea	object	POS	Test	62
arafura_sea	constellation	object	NEG	Dev	63
arafura_sea	sea	object	POS	Dev	63
aragon	district	location	POS	Train	-
aragon	national_park	location	NEG	Train	-
araguaia_river	binary_star	object	NEG	Train	-
araguaia_river	river	object	POS	Train	-
aral_sea	constellation	object	NEG	Train	-
aral_sea	lake	object	POS	Train	-
aram_khachaturian	composer	person	POS	Dev	20
aram_khachaturian	statesman	person	NEG	Dev	20
aran_islands	city	location	NEG	Train	-
aran_islands	island	location	POS	Train	-
arauca	river	object	POS	Train	-
arauca	strait	object	NEG	Train	-
arcangelo_corelli	composer	person	POS	Train	-
arcangelo_corelli	doctor_of_the_church	person	NEG	Train	-
arcangelo_corelli	fiddler	person	POS	Train	-
arcangelo_corelli	king	person	NEG	Train	-
archean	eon	Other	POS	Train	-
archean	thoroughbred	Other	NEG	Train	-
archer	mansion	location	POS	Test	39
archer	port	location	NEG	Test	39
arches_national_park	island	location	NEG	Train	-
arches_national_park	national_park	location	POS	Train	-
archibald_macleish	jew	person	NEG	Dev	48
archibald_macleish	poet	person	POS	Dev	48
archimedes	inventor	person	NEG	Dev	44
archimedes	mathematician	person	POS	Test	40
archimedes	physicist	person	POS	Dev	44
archimedes	prophet	person	NEG	Test	40
ardennes	archipelago	location	NEG	Train	-
ardennes	plateau	location	POS	Train	-
areopagus	hill	location	POS	Train	-
areopagus	state_capital	location	NEG	Train	-
arequipa	city	location	POS	Test	7
arequipa	port	location	NEG	Test	7
argonaut	composer	person	NEG	Test	27
argonaut	fictional_character	person	POS	Test	27
argos	cape	location	NEG	Train	-
argos	city	location	POS	Train	-
argos	constellation	object	POS	Train	-
argos	river	object	NEG	Train	-
argun_river	constellation	object	NEG	Train	-
argun_river	river	object	POS	Train	-
aries	city	location	NEG	Train	-
aries	constellation	object	POS	Train	-
aries	mansion	location	POS	Train	-
aries	river	object	NEG	Train	-
aristarchus_of_samos	astronomer	person	POS	Test	4
aristarchus_of_samos	golfer	person	NEG	Test	4
aristide_maillol	architect	person	NEG	Dev	62
aristide_maillol	sculptor	person	POS	Dev	62
aristophanes	engineer	person	NEG	Dev	46
aristophanes	playwright	person	POS	Dev	46
arkansas_river	river	object	POS	Test	56
arkansas_river	sea	object	NEG	Test	56
arlington	city	location	POS	Train	-
arlington	national_park	location	NEG	Train	-
arnhem	city	location	POS	Train	-
arnhem	national_park	location	NEG	Train	-
arno_river	river	object	POS	Train	-
arno_river	sea	object	NEG	Train	-
arnold_gesell	illustrator	person	NEG	Train	-
arnold_gesell	psychologist	person	POS	Train	-
arnold_palmer	golfer	person	POS	Train	-
arnold_palmer	politician	person	NEG	Train	-
arnold_schoenberg	composer	person	POS	Train	-
arnold_schoenberg	poet	person	NEG	Train	-
arnold_toynbee	historian	person	POS	Train	-
arnold_toynbee	president_of_the_united_states	person	NEG	Train	-
art_tatum	jazzman	person	POS	Train	-
art_tatum	writer	person	NEG	Train	-
artaxerxes	king	person	POS	Train	-
artaxerxes	statesman	person	NEG	Train	-
arthur	actor	person	NEG	Train	-
arthur	president_of_the_united_states	person	POS	Train	-
arthur_conan_doyle	president_of_the_united_states	person	NEG	Train	-
arthur_conan_doyle	writer	person	POS	Train	-
arthur_fiedler	conductor	person	POS	Dev	21
arthur_fiedler	economist	person	NEG	Dev	21
arthur_garfield_hays	general	person	NEG	Dev	37
arthur_garfield_hays	lawyer	person	POS	Dev	37
arthur_honegger	composer	person	POS	Train	-
arthur_honegger	writer	person	NEG	Train	-
arthur_koestler	physicist	person	NEG	Test	78
arthur_koestler	writer	person	POS	Test	78
arthur_laffer	astronomer	person	NEG	Train	-
arthur_laffer	economist	person	POS	Train	-
arthur_marx	architect	person	NEG	Dev	19
arthur_marx	comedian	person	POS	Dev	19
arthur_miller	economist	person	NEG	Dev	46
arthur_miller	playwright	person	POS	Dev	46
arthur_rimbaud	poet	person	POS	Train	-
arthur_rimbaud	settler	person	NEG	Train	-
arthur_symons	historian	person	NEG	Dev	48
arthur_symons	poet	person	POS	Dev	48
artie_shaw	bandleader	person	POS	Train	-
artie_shaw	surgeon	person	NEG	Train	-
artur_schnabel	composer	person	POS	Train	-
artur_schnabel	fictional_character	person	NEG	Train	-
artur_schnabel	pianist	person	POS	Train	-
artur_schnabel	playwright	person	NEG	Train	-
arturo_toscanini	conductor	person	POS	Train	-
arturo_toscanini	playwright	person	NEG	Train	-
aruba	island	location	POS	Test	33
aruba	town	location	NEG	Test	33
asahikawa	city	location	POS	Train	-
asahikawa	port	location	NEG	Train	-
asaph_hall	astronomer	person	POS	Dev	6
asaph_hall	king_of_england	person	NEG	Dev	6
asheville	island	location	NEG	Train	-
asheville	town	location	POS	Train	-
ashton	choreographer	person	POS	Train	-
ashton	emperor	person	NEG	Train	-
ashur	city	location	POS	Train	-
ashur	valley	location	NEG	Train	-
ashurbanipal	king	person	POS	Dev	35
ashurbanipal	playwright	person	NEG	Dev	35
asia	constellation	object	NEG	Train	-
asia	continent	object	POS	Train	-
aspinwall	city	location	POS	Test	7
aspinwall	port	location	POS	Train	-
aspinwall	state_capital	location	NEG	Train	-
aspinwall	volcano	location	NEG	Test	7
assam	national_park	location	NEG	Test	65
assam	state	location	POS	Test	65
assault	community	Other	NEG	Dev	70
assault	thoroughbred	Other	POS	Dev	70
assur	city	location	POS	Test	7
assur	national_park	location	NEG	Test	7
astor	politician	person	POS	Train	-
astor	writer	person	NEG	Train	-
astrakhan	city	location	POS	Test	8
astrakhan	island	location	NEG	Test	8
asuncion	port	location	POS	Train	-
asuncion	town	location	NEG	Train	-
aswan	city	location	POS	Train	-
aswan	port	location	NEG	Train	-
athens	port	location	NEG	Dev	71
athens	town	location	POS	Dev	71
athol_fugard	playwright	person	POS	Train	-
athol_fugard	statesman	person	NEG	Train	-
atlanta	state_capital	location	POS	Train	-
atlanta	town	location	NEG	Train	-
atlantic_city	city	location	POS	Train	-
atlantic_city	national_park	location	NEG	Train	-
atlas	conductor	person	NEG	Train	-
atlas	titan	person	POS	Train	-
atlas_mountains	range	object	POS	Dev	56
