Word1	Word2	OntologicalClass	ExampleType	InPartition	InSplit
actor	howard	person	NEG	Dev	1
actor	hume_cronyn	person	NEG	Train	-
actor	humphrey_bogart	person	NEG	Train	-
actor	jack_lemmon	person	NEG	Train	-
actor	james_cagney	person	NEG	Train	-
actor	james_dean	person	NEG	Train	-
actor	james_mason	person	NEG	Test	1
actor	jimmy_stewart	person	NEG	Test	1
actor	john_barrymore	person	NEG	Train	-
actor	john_drew	person	NEG	Train	-
actor	john_wayne	person	NEG	Train	-
actor	john_wilkes_booth	person	NEG	Train	-
actor	laurence_olivier	person	NEG	Train	-
actor	lee_strasberg	person	NEG	Train	-
actor	lionel_barrymore	person	NEG	Dev	1
actor	marshall	person	NEG	Train	-
actor	martin	person	NEG	Train	-
actor	maurice_barrymore	person	NEG	Train	-
actor	mel_gibson	person	NEG	Dev	1
actor	moore	person	NEG	Train	-
actor	noel_coward	person	NEG	Dev	2
actor	orson_welles	person	NEG	Train	-
actor	otis_skinner	person	NEG	Train	-
actor	paul_newman	person	NEG	Train	-
actor	peter_lorre	person	NEG	Test	1
actor	peter_sellers	person	NEG	Train	-
actor	ralph_richardson	person	NEG	Test	2
actor	rex_harrison	person	NEG	Train	-
actor	richard_burbage	person	NEG	Train	-
actor	richard_burton	person	NEG	Train	-
actor	robert_mitchum	person	NEG	Train	-
actor	robert_redford	person	NEG	Train	-
actor	robinson	person	NEG	Train	-
actor	scott	person	NEG	Train	-
actor	sidney_poitier	person	NEG	Train	-
actor	spencer_tracy	person	NEG	Train	-
actor	steve_martin	person	NEG	Train	-
actor	stewart	person	NEG	Test	2
actor	tom_hanks	person	NEG	Train	-
actor	tree	person	NEG	Train	-
actor	woody_allen	person	NEG	Train	-
adam_smith	economist	person	POS	Train	-
adam_smith	harriet_beecher_stowe	person	NEG	Train	-
adam_smith	writer	person	NEG	Train	-
adams	architect	person	POS	Train	-
adams	economist	person	NEG	Train	-
adams	frank_capra	person	NEG	Train	-
adams	john_barth	person	NEG	Train	-
adams	man	person	POS	Train	-
adams	writer	person	NEG	Train	-
adelaide	concord	location	NEG	Train	-
adelaide	port	location	NEG	Train	-
adelaide	state_capital	location	POS	Train	-
aden	city	location	POS	Dev	10
aden	horn_of_africa	location	NEG	Train	-
aden	national_park	location	NEG	Dev	10
aden	port	location	POS	Train	-
aden	state_capital	location	NEG	Train	-
aden	sun_valley	location	NEG	Dev	10
adi_granth	epistle	communication	NEG	Train	-
adi_granth	religious_text	communication	POS	Train	-
adi_granth	second_epistle_to_the_thessalonians	communication	NEG	Train	-
adige	cetus	object	NEG	Train	-
adige	constellation	object	NEG	Train	-
adige	river	object	POS	Train	-
adirondack_mountains	range	object	POS	Train	-
adirondack_mountains	river	object	NEG	Train	-
adirondack_mountains	san_fernando_valley	object	NEG	Train	-
adlai_stevenson	diplomat	person	POS	Train	-
adlai_stevenson	ezekiel	person	NEG	Train	-
adlai_stevenson	writer	person	NEG	Train	-
admiral	drake	person	NEG	Train	-
admiral	horatio_nelson	person	NEG	Train	-
admiral	isoroku_yamamoto	person	NEG	Train	-
admiral	nelson	person	NEG	Train	-
admiral	sir_francis_drake	person	NEG	Train	-
admiral	william_bligh	person	NEG	Test	2
admiralty_islands	achaea	location	NEG	Test	2
admiralty_islands	archipelago	location	POS	Test	2
admiralty_islands	channel	object	NEG	Test	33
admiralty_islands	island	object	POS	Test	33
admiralty_islands	pyrenees	object	NEG	Test	33
admiralty_islands	town	location	NEG	Test	2
adolf_eichmann	nazi	person	POS	Dev	40
adolf_eichmann	oscar_wilde	person	NEG	Dev	40
adolf_eichmann	photographer	person	NEG	Dev	40
adolf_hitler	astronomer	person	NEG	Train	-
adolf_hitler	dictator	person	POS	Train	-
adolf_hitler	historian	person	NEG	Train	-
adolf_hitler	nazi	person	POS	Train	-
adolf_hitler	saxo_grammaticus	person	NEG	Train	-
adolf_hitler	scipio_africanus	person	NEG	Train	-
adolf_loos	architect	person	POS	Train	-
adolf_loos	painter	person	NEG	Train	-
adolf_loos	woody_allen	person	NEG	Train	-
adriatic_sea	constellation	object	NEG	Dev	63
adriatic_sea	sea	object	POS	Dev	63
adriatic_sea	tasman_sea	object	NEG	Dev	63
aegean_sea	alpha_crucis	object	NEG	Test	62
aegean_sea	river	object	NEG	Test	62
aegean_sea	sea	object	POS	Test	62
aeschylus	good_shepherd	person	NEG	Train	-
aeschylus	physicist	person	NEG	Train	-
aeschylus	playwright	person	POS	Train	-
affirmed	community	Other	NEG	Train	-
affirmed	sir_barton	Other	NEG	Train	-
affirmed	thoroughbred	Other	POS	Train	-
africa	apus	object	NEG	Train	-
africa	continent	object	POS	Train	-
africa	river	object	NEG	Train	-
agatha_christie	john_foster_dulles	person	NEG	Train	-
agatha_christie	saint	person	NEG	Train	-
agatha_christie	writer	person	POS	Train	-
agnes_de_mille	choreographer	person	POS	Test	6
agnes_de_mille	douglas_macarthur	person	NEG	Test	6
agnes_de_mille	prophet	person	NEG	Test	6
agonist	fictional_character	person	POS	Dev	28
agonist	jan_hus	person	NEG	Dev	28
agonist	king_of_england	person	NEG	Dev	28
agra	cameroon	location	NEG	Train	-
agra	city	location	POS	Train	-
agra	port	location	NEG	Train	-
agrigento	port	location	NEG	Train	-
agrigento	tampa	location	NEG	Train	-
agrigento	town	location	POS	Train	-
ahab	albert_camus	person	NEG	Train	-
ahab	engineer	person	NEG	Train	-
ahab	king	person	POS	Train	-
aimee_semple_mcpherson	architect	person	NEG	Train	-
aimee_semple_mcpherson	evangelist	person	POS	Train	-
aimee_semple_mcpherson	henry_tudor	person	NEG	Train	-
akhenaton	composer	person	NEG	Train	-
akhenaton	king	person	POS	Train	-
akhenaton	sholem_asch	person	NEG	Train	-
akira_kurosawa	aviator	person	NEG	Train	-
akira_kurosawa	film_producer	person	POS	Train	-
akira_kurosawa	griffith	person	NEG	Train	-
akka	brighton	location	NEG	Train	-
akka	desert	location	NEG	Train	-
akka	island	location	NEG	Train	-
akka	palermo	location	NEG	Train	-
akka	port	location	POS	Train	-
akka	town	location	POS	Train	-
akron	basra	location	NEG	Train	-
akron	city	location	POS	Train	-
akron	port	location	NEG	Train	-
al_hirschfeld	artist	person	POS	Train	-
al_hirschfeld	biochemist	person	NEG	Train	-
al_hirschfeld	junipero_serra	person	NEG	Train	-
al_jolson	actor	person	POS	Train	-
al_jolson	basil_of_caesarea	person	NEG	Train	-
al_jolson	physicist	person	NEG	Train	-
al_madinah	bosnia	location	NEG	Train	-
al_madinah	city	location	POS	Train	-
al_madinah	port	location	NEG	Train	-
alabama_river	river	object	POS	Dev	57
alabama_river	russian_river	object	NEG	Dev	57
alabama_river	sea	object	NEG	Dev	57
alamo	revolution	act	NEG	Train	-
alamo	siege	act	POS	Train	-
alamo	vietnam_war	act	NEG	Train	-
alan_jay_lerner	film_producer	person	NEG	Dev	37
alan_jay_lerner	john_maynard_keynes	person	NEG	Dev	37
alan_jay_lerner	lyricist	person	POS	Dev	37
alan_paton	jean-paul_sartre	person	NEG	Train	-
alan_paton	queen	person	NEG	Train	-
alan_paton	writer	person	POS	Train	-
alan_seeger	economist	person	NEG	Train	-
alan_seeger	poet	person	POS	Train	-
alan_seeger	uhland	person	NEG	Train	-
alan_shepard	astronaut	person	POS	Train	-
alan_shepard	engineer	person	NEG	Train	-
alan_shepard	james_thurber	person	NEG	Train	-
alan_turing	catherine_parr	person	NEG	Dev	38
alan_turing	mathematician	person	POS	Dev	38
alan_turing	writer	person	NEG	Dev	38
alaska_peninsula	cumberland_mountains	object	NEG	Train	-
alaska_peninsula	peninsula	object	POS	Train	-
alaska_peninsula	river	object	NEG	Train	-
alaska_range	dnieper_river	object	NEG	Dev	55
alaska_range	plateau	object	NEG	Dev	55
alaska_range	range	object	POS	Dev	55
alban_berg	composer	person	POS	Train	-
alban_berg	regiomontanus	person	NEG	Train	-
alban_berg	writer	person	NEG	Train	-
albany	galloway	location	NEG	Train	-
albany	hill	location	NEG	Train	-
albany	island	location	NEG	Train	-
albany	samoa	location	NEG	Train	-
albany	state_capital	location	POS	Train	-
albany	town	location	POS	Train	-
albert_abraham_michelson	john_the_evangelist	person	NEG	Train	-
albert_abraham_michelson	physicist	person	POS	Train	-
albert_abraham_michelson	prophet	person	NEG	Train	-
albert_camus	general	person	NEG	Train	-
albert_camus	richard_kuhn	person	NEG	Train	-
albert_camus	writer	person	POS	Train	-
albert_einstein	alcibiades	person	NEG	Train	-
albert_einstein	physicist	person	POS	Train	-
albert_einstein	playwright	person	NEG	Train	-
albert_schweitzer	cyrus_the_great	person	NEG	Train	-
albert_schweitzer	doctor	person	POS	Train	-
albert_schweitzer	fictional_character	person	NEG	Train	-
albert_schweitzer	missionary	person	POS	Train	-
albert_schweitzer	newman	person	NEG	Train	-
albert_schweitzer	organist	person	POS	Train	-
albert_schweitzer	poet	person	NEG	Train	-
albert_schweitzer	president_of_the_united_states	person	NEG	Train	-
albert_schweitzer	ragnar_anton_kittil_frisch	person	NEG	Train	-
albert_speer	architect	person	POS	Train	-
albert_speer	edward_the_elder	person	NEG	Train	-
albert_speer	psychologist	person	NEG	Train	-
albert_szent-gyorgyi	biochemist	person	POS	Train	-
albert_szent-gyorgyi	bishop	person	NEG	Train	-
albert_szent-gyorgyi	louis_auchincloss	person	NEG	Train	-
alberto_giacometti	composer	person	NEG	Train	-
alberto_giacometti	john_vanbrugh	person	NEG	Train	-
alberto_giacometti	painter	person	POS	Train	-
alberto_giacometti	sculptor	person	POS	Train	-
alberto_giacometti	sophocles	person	NEG	Train	-
alberto_giacometti	writer	person	NEG	Train	-
albrecht_durer	economist	person	NEG	Train	-
albrecht_durer	hosni_mubarak	person	NEG	Train	-
albrecht_durer	old_master	person	POS	Train	-
albuquerque	city	location	POS	Train	-
albuquerque	ghent	location	NEG	Train	-
albuquerque	port	location	NEG	Train	-
alcaeus	grant_wood	person	NEG	Train	-
alcaeus	historian	person	NEG	Train	-
alcaeus	poet	person	POS	Train	-
alcibiades	comedian	person	NEG	Train	-
alcibiades	crusader	person	NEG	Train	-
alcibiades	general	person	POS	Train	-
alcibiades	john_webster	person	NEG	Train	-
alcibiades	serge_koussevitzky	person	NEG	Train	-
alcibiades	statesman	person	POS	Train	-
aldebaran	binary_star	object	POS	Train	-
aldebaran	sea	object	NEG	Train	-
aldebaran	volta	object	NEG	Train	-
aldous_huxley	poet	person	NEG	Dev	79
aldous_huxley	saint_peter	person	NEG	Dev	79
aldous_huxley	writer	person	POS	Dev	79
alec_guinness	actor	person	POS	Train	-
alec_guinness	gunter_grass	person	NEG	Train	-
alec_guinness	president_of_the_united_states	person	NEG	Train	-
aleksandr_solzhenitsyn	johann_sebastian_bach	person	NEG	Train	-
aleksandr_solzhenitsyn	psychologist	person	NEG	Train	-
aleksandr_solzhenitsyn	writer	person	POS	Train	-
aleppo	city	location	POS	Train	-
aleppo	cuba	location	NEG	Train	-
aleppo	mansion	location	NEG	Train	-
alessandro_manzoni	fuller	person	NEG	Test	77
alessandro_manzoni	sculptor	person	NEG	Test	77
alessandro_manzoni	writer	person	POS	Test	77
aleutian_islands	archipelago	location	POS	Train	-
aleutian_islands	city	location	NEG	Train	-
aleutian_islands	knossos	location	NEG	Train	-
alex_haley	composer	person	NEG	Train	-
alex_haley	john_addington_symonds	person	NEG	Train	-
alex_haley	writer	person	POS	Train	-
alexander_archipelago	archipelago	location	POS	Train	-
alexander_archipelago	city	location	NEG	Train	-
alexander_archipelago	flint	location	NEG	Train	-
alexander_calder	luciano_pavarotti	person	NEG	Train	-
alexander_calder	sculptor	person	POS	Train	-
alexander_calder	writer	person	NEG	Train	-
alexander_graham_bell	diplomat	person	NEG	Train	-
alexander_graham_bell	inventor	person	POS	Train	-
alexander_graham_bell	richard_rodgers	person	NEG	Train	-
alexander_hamilton	percival_lowell	person	NEG	Train	-
alexander_hamilton	statesman	person	POS	Train	-
alexander_hamilton	writer	person	NEG	Train	-
alexander_pope	architect	person	NEG	Train	-
alexander_pope	poet	person	POS	Train	-
alexander_pope	robert_woodrow_wilson	person	NEG	Train	-
alexander_woollcott	journalist	person	POS	Train	-
alexander_woollcott	mathematician	person	NEG	Train	-
alexander_woollcott	ralph_waldo_emerson	person	NEG	Train	-
alexandre_dumas	andre_maurois	person	NEG	Dev	79
alexandre_dumas	painter	person	NEG	Dev	79
alexandre_dumas	writer	person	POS	Dev	79
alexandria	bangkok	location	NEG	Test	48
alexandria	city	location	POS	Train	-
alexandria	island	location	NEG	Test	48
alexandria	national_park	location	NEG	Train	-
alexandria	oran	location	NEG	Train	-
alexandria	port	location	POS	Test	48
alexandria	street	location	NEG	Train	-
alexandria	tamil_eelam	location	NEG	Train	-
alexandria	town	location	POS	Train	-
alexis_carrel	biologist	person	POS	Train	-
alexis_carrel	john_tyndall	person	NEG	Train	-
alexis_carrel	kipling	person	NEG	Train	-
alexis_carrel	organist	person	NEG	Train	-
alexis_carrel	prophet	person	NEG	Train	-
alexis_carrel	surgeon	person	POS	Train	-
alexis_de_tocqueville	architect	person	NEG	Train	-
alexis_de_tocqueville	paul_hindemith	person	NEG	Train	-
alexis_de_tocqueville	writer	person	POS	Train	-
alfred_binet	jazzman	person	NEG	Train	-
alfred_binet	jean-paul_sartre	person	NEG	Train	-
alfred_binet	psychologist	person	POS	Train	-
alfred_eisenstaedt	fumimaro_konoe	person	NEG	Train	-
alfred_eisenstaedt	gladiator	person	NEG	Train	-
alfred_eisenstaedt	photographer	person	POS	Train	-
alfred_kastler	james_whitcomb_riley	person	NEG	Train	-
alfred_kastler	missionary	person	NEG	Train	-
alfred_kastler	physicist	person	POS	Train	-
alfred_lunt	actor	person	POS	Dev	1
alfred_lunt	john_wain	person	NEG	Dev	1
alfred_lunt	mathematician	person	NEG	Dev	1
alfred_nobel	cartoonist	person	NEG	Train	-
alfred_nobel	chemist	person	POS	Train	-
alfred_nobel	robinson	person	NEG	Train	-
alfred_north_whitehead	golfer	person	NEG	Train	-
alfred_north_whitehead	mathematician	person	POS	Train	-
alfred_north_whitehead	steve_martin	person	NEG	Train	-
alfred_noyes	diaz	person	NEG	Dev	47
alfred_noyes	friend	person	NEG	Dev	47
alfred_noyes	poet	person	POS	Dev	47
alfred_stieglitz	general	person	NEG	Train	-
alfred_stieglitz	harold_urey	person	NEG	Train	-
alfred_stieglitz	photographer	person	POS	Train	-
alfred_tennyson	biochemist	person	NEG	Train	-
alfred_tennyson	poet	person	POS	Train	-
alfred_tennyson	protagonist	person	NEG	Train	-
alfred_the_great	film_producer	person	NEG	Train	-
alfred_the_great	king	person	POS	Train	-
alfred_the_great	louis_auchincloss	person	NEG	Train	-
alger	gary_cooper	person	NEG	Train	-
alger	playwright	person	NEG	Train	-
alger	writer	person	POS	Train	-
algiers	badlands_national_park	location	NEG	Train	-
algiers	island	location	NEG	Train	-
algiers	port	location	POS	Train	-
algol	binary_star	object	POS	Train	-
algol	lake	object	NEG	Train	-
algol	south_china_sea	object	NEG	Train	-
alhambra	palace	artifact	POS	Train	-
alhambra	suspension_bridge	artifact	NEG	Train	-
alhambra	yale_university	artifact	NEG	Train	-
ali_baba	architect	person	NEG	Train	-
ali_baba	bela_bartok	person	NEG	Train	-
ali_baba	fictional_character	person	POS	Train	-
alice_walker	artist	person	NEG	Train	-
alice_walker	george_eliot	person	NEG	Train	-
alice_walker	writer	person	POS	Train	-
alicia_alonso	choreographer	person	POS	Train	-
alicia_alonso	painter	person	NEG	Train	-
alicia_alonso	placido_domingo	person	NEG	Train	-
alistair_cooke	captain_cook	person	NEG	Train	-
alistair_cooke	journalist	person	POS	Train	-
alistair_cooke	mathematician	person	NEG	Train	-
allah	george_boole	person	NEG	Train	-
allah	god	person	POS	Train	-
allah	mathematician	person	NEG	Train	-
allegheny_mountains	little_sioux_river	object	NEG	Dev	55
allegheny_mountains	range	object	POS	Dev	55
allegheny_mountains	river	object	NEG	Dev	55
allegheny_river	isthmus	object	NEG	Train	-
allegheny_river	river	object	POS	Train	-
allegheny_river	victoria	object	NEG	Train	-
allen_ginsberg	benjamin_west	person	NEG	Train	-
allen_ginsberg	poet	person	POS	Train	-
allen_ginsberg	statesman	person	NEG	Train	-
allen_tate	painter	person	NEG	Train	-
allen_tate	poet	person	POS	Train	-
allen_tate	william_golding	person	NEG	Train	-
allentown	city	location	POS	Dev	11
allentown	hawaii_volcanoes_national_park	location	NEG	Dev	11
allentown	island	location	NEG	Dev	11
almaty	city	location	POS	Test	7
almaty	peninsula	location	NEG	Test	7
almaty	philadelphia	location	NEG	Test	7
almighty	composer	person	NEG	Train	-
almighty	god	person	POS	Train	-
almighty	jimmy_carter	person	NEG	Train	-
alpena	desert	location	NEG	Train	-
alpena	dodoma	location	NEG	Dev	71
alpena	lexington	location	NEG	Train	-
alpena	national_park	location	NEG	Dev	71
alpena	port	location	POS	Train	-
alpena	town	location	POS	Dev	71
alpha_centauri	binary_star	object	POS	Train	-
alpha_centauri	cape_york	object	NEG	Train	-
alpha_centauri	river	object	NEG	Train	-
alpha_crucis	river	object	NEG	Train	-
alpha_crucis	star	object	POS	Train	-
alpha_crucis	sun_river	object	NEG	Train	-
alps	range	object	POS	Dev	55
alps	regulus	object	NEG	Dev	55
alps	river	object	NEG	Dev	55
altair	binary_star	object	POS	Train	-
altair	isere_river	object	NEG	Train	-
altair	lake	object	NEG	Train	-
altay_mountains	range	object	POS	Dev	56
altay_mountains	rappahannock_river	object	NEG	Dev	56
altay_mountains	river	object	NEG	Dev	56
alvar_aalto	architect	person	POS	Train	-
alvar_aalto	calvin_coolidge	person	NEG	Train	-
alvar_aalto	jew	person	NEG	Train	-
alvin_ailey	bandleader	person	NEG	Train	-
alvin_ailey	choreographer	person	POS	Train	-
alvin_ailey	james_murray	person	NEG	Train	-
amarillo	city	location	POS	Test	7
amarillo	port	location	NEG	Test	7
amarillo	zurich	location	NEG	Test	7
amazon_river	binary_star	object	NEG	Dev	57
amazon_river	james_river	object	NEG	Dev	57
amazon_river	river	object	POS	Dev	57
ambrose	bishop	person	POS	Dev	8
ambrose	carl_maria_von_weber	person	NEG	Train	-
ambrose	choreographer	person	NEG	Train	-
ambrose	composer	person	POS	Train	-
ambrose	doctor_of_the_church	person	POS	Train	-
ambrose	father	person	POS	Train	-
ambrose	franz_lehar	person	NEG	Train	-
ambrose	georges_clemenceau	person	NEG	Train	-
ambrose	king_of_england	person	NEG	Train	-
ambrose	old_master	person	NEG	Dev	8
ambrose	physicist	person	NEG	Train	-
ambrose	roger_bacon	person	NEG	Train	-
ambrose	saint	person	POS	Train	-
ambrose	saint_boniface	person	NEG	Dev	8
ambrose	statesman	person	NEG	Train	-
ambrose_bierce	organist	person	NEG	Train	-
ambrose_bierce	virginia_woolf	person	NEG	Train	-
ambrose_bierce	writer	person	POS	Train	-
amedeo_avogadro	edmund_kean	person	NEG	Train	-
amedeo_avogadro	engineer	person	NEG	Train	-
amedeo_avogadro	physicist	person	POS	Train	-
amelia_earhart	apostle	person	NEG	Train	-
amelia_earhart	aviator	person	POS	Train	-
amelia_earhart	west	person	NEG	Train	-
american_falls	river	object	NEG	Train	-
american_falls	wabash_river	object	NEG	Train	-
american_falls	waterfall	object	POS	Train	-
american_revolutionary_war	napoleonic_wars	act	NEG	Train	-
american_revolutionary_war	revolution	act	POS	Train	-
american_revolutionary_war	war	act	NEG	Train	-
american_samoa	city	location	NEG	Dev	25
american_samoa	district	location	POS	Dev	25
american_samoa	lofoten	location	NEG	Dev	25
american_standard_version	bible	communication	POS	Train	-
american_standard_version	epistle	communication	NEG	Train	-
american_standard_version	lynx	communication	NEG	Train	-
amerigo_vespucci	chemist	person	NEG	Train	-
amerigo_vespucci	max_planck	person	NEG	Train	-
amerigo_vespucci	navigator	person	POS	Train	-
amos	james_buchanan	person	NEG	Train	-
amos	pianist	person	NEG	Train	-
amos	prophet	person	POS	Train	-
amur	bering_strait	object	NEG	Train	-
amur	gulf	object	NEG	Train	-
amur	river	object	POS	Train	-
amy_lowell	gould	person	NEG	Train	-
amy_lowell	poet	person	POS	Train	-
amy_lowell	printer	person	NEG	Train	-
anaheim	city	location	POS	Train	-
anaheim	paris	location	NEG	Train	-
anaheim	port	location	NEG	Train	-
anarchist	emma_goldman	person	NEG	Dev	2
anarchist	kropotkin	person	NEG	Train	-
anarchist	mikhail_bakunin	person	NEG	Train	-
anarchist	sacco	person	NEG	Train	-
anarchist	tucker	person	NEG	Train	-
anatole_france	engineer	person	NEG	Train	-
anatole_france	land	person	NEG	Train	-
anatole_france	writer	person	POS	Train	-
anatolia	grenada	location	NEG	Dev	43
anatolia	peninsula	location	POS	Dev	43
anatolia	town	location	NEG	Dev	43
anaximander	astronomer	person	POS	Train	-
anaximander	polk	person	NEG	Train	-
anaximander	psychologist	person	NEG	Train	-
anchorage	archipelago	location	NEG	Train	-
anchorage	city	location	POS	Train	-
anchorage	memphis	location	NEG	Train	-
andaman_sea	bay	object	POS	Train	-
andaman_sea	james_river	object	NEG	Train	-
andaman_sea	range	object	NEG	Train	-
anders_celsius	astronomer	person	POS	Dev	5
anders_celsius	aviator	person	NEG	Dev	5
anders_celsius	carl_maria_von_weber	person	NEG	Dev	5
andes	antarctica	object	NEG	Train	-
andes	range	object	POS	Train	-
andes	waterfall	object	NEG	Train	-
andhra_pradesh	luoyang	location	NEG	Train	-
andhra_pradesh	state	location	POS	Train	-
andhra_pradesh	state_capital	location	NEG	Train	-
andre_derain	john_singleton_copley	person	NEG	Train	-
andre_derain	painter	person	POS	Train	-
andre_derain	president_of_the_united_states	person	NEG	Train	-
andre_gide	athlete	person	NEG	Train	-
andre_gide	composer	person	NEG	Train	-
andre_gide	john_addington_symonds	person	NEG	Train	-
andre_gide	john_chrysostom	person	NEG	Train	-
andre_gide	playwright	person	POS	Train	-
andre_gide	writer	person	POS	Train	-
andre_maginot	moody	person	NEG	Train	-
andre_maginot	patron_saint	person	NEG	Train	-
andre_maginot	politician	person	POS	Train	-
andre_malraux	doctor	person	NEG	Train	-
andre_malraux	friedrich_gottlieb_klopstock	person	NEG	Train	-
andre_malraux	writer	person	POS	Train	-
andre_maurois	composer	person	NEG	Train	-
andre_maurois	richard_jordan_gatling	person	NEG	Train	-
